name_key,name,base_wrc_vs_r,base_wrc_vs_l
easton shelton,Easton Shelton,1.89592639,8.25054766
miguel hiraldo,Miguel Hiraldo,64.9115485,72.1486133
ali sanchez,Ali Sanchez,68.2716166,78.1971385
yolbert sanchez,Yolbert Sanchez,64.9516755,70.63201
blake rambusch,Blake Rambusch,74.6398393,80.3173322
jean walters,Jean Walters,60.3821362,64.301799
logan tanner,Logan Tanner,30.0860602,37.3809432
addison barger,Addison Barger,116.493405,84.2534491
christian knapczyk,Christian Knapczyk,78.6337095,53.8189535
luke davis,Luke Davis,48.8015745,44.813342
brayan sanchez,Brayan Sanchez,1.98990862,6.76424916
jackie bradley,Jackie Bradley,55.2135162,33.4259154
jorge corona,Jorge Corona,12.9696293,17.4474546
miguel palma,Miguel Palma,63.7441612,70.3639635
guillermo williamson,Guillermo Williamson,59.0409444,30.4320602
luis sanchez,Luis Sanchez,40.9711854,45.6728685
lisbel diaz,Lisbel Diaz,52.5295566,58.3954086
aaron palensky,Aaron Palensky,81.3020125,89.4956504
kevin made,Kevin Made,57.9435703,64.1852264
ryan noda,Ryan Noda,92.6791917,69.7683449
abraham toro,Abraham Toro,88.1337447,87.9474522
luis lameda,Luis Lameda,38.1303545,37.5414992
rabel colon,Rabel Colon,31.5610552,6.90558257
lenyn sosa,Lenyn Sosa,89.7895581,101.304763
steven santos,Steven Santos,-1.0511113,3.70168645
willie joe garry,Willie Joe Garry,74.3262007,44.7826007
alan escobar,Alan Escobar,17.4664211,-2.6470227
andres gimenez,Andres Gimenez,99.1718362,80.6252422
corey rosier,Corey Rosier,80.9364638,53.3475704
michael massey,Michael Massey,95.5440248,69.9862847
matt suggs,Matt Suggs,52.545169,60.0582416
ricardo pena,Ricardo Pena,21.8179854,27.1909105
colin simpson,Colin Simpson,75.6206942,45.2425023
jayln pinder,Jayln Pinder,7.06709853,-10.827795
frankie tostado,Frankie Tostado,88.2264951,58.3121379
adriander mejia,Adriander Mejia,22.8195107,28.1618474
jake snider,Jake Snider,67.4138411,41.6673919
zach deloach,Zach DeLoach,85.1965981,56.9100714
anyelo marquez,Anyelo Marquez,15.5648583,-2.9364361
keibert ruiz,Keibert Ruiz,93.4873956,92.4006185
alexfri planez,Alexfri Planez,71.2211213,79.6470719
gavin turley,Gavin Turley,30.149252,36.8554327
yasmil bucce,Yasmil Bucce,56.3373607,28.1338037
elian adames,Elian Adames,-3.3181765,2.00679805
yu chang,Yu Chang,74.0947418,84.0210415
ethan odonnell,Ethan O'Donnell,77.9521918,49.4953717
jaylin davis,Jaylin Davis,73.3116825,85.3661806
luis vazquez,Luis Vazquez,78.713551,86.0804218
gavin sheets,Gavin Sheets,107.692943,78.2591962
cortland lawson,Cortland Lawson,46.8639428,53.2754424
tyson lewis,Tyson Lewis,28.983233,5.70650484
johan barrios,Johan Barrios,4.9881712,10.8852169
luis fragoza,Luis Fragoza,5.30841987,9.83771456
jj wetherholt,JJ Wetherholt,116.453936,85.6677776
dom nunez,Dom Nunez,62.0333828,38.1760085
tj rumfield,TJ Rumfield,94.17991,62.7057144
kalae harrison,Kalae Harrison,36.7790183,15.1011546
sam shaw,Sam Shaw,46.3126358,22.6738072
carlos torres,Carlos Torres,11.5321409,15.830891
jared mckenzie,Jared McKenzie,58.7860442,33.5452563
john hicks,John Hicks,69.2382982,80.6357903
charles nova,Charles Nova,4.27712064,8.48943925
jay harry,Jay Harry,63.7416547,38.9202809
dawel joseph,Dawel Joseph,-7.4293782,-2.2912273
juan brown,Juan Brown,-2.0423693,2.89424815
ryan mccrystal,Ryan McCrystal,48.2229656,25.1086916
mike antico,Mike Antico,81.9142382,53.829058
nick montgomery,Nick Montgomery,10.9575469,17.1471069
ricardo hurtado,Ricardo Hurtado,30.558403,36.3015653
bob seymour,Bob Seymour,94.1524942,65.2343354
paulo asprilla,Paulo Asprilla,1.54339502,6.13055452
carlos aguiar,Carlos Aguiar,51.6072994,23.5886501
jefer lista,Jefer Lista,9.33609548,14.1976842
pj morlando,PJ Morlando,40.7117248,14.8013381
jonathan linares,Jonathan Linares,23.8073883,23.8688508
kevin plawecki,Kevin Plawecki,66.0346388,75.4363315
brandon valenzuela,Brandon Valenzuela,64.8908324,65.2173615
yassel pino,Yassel Pino,42.5373691,48.5329914
jordan mccants,Jordan McCants,30.4939401,11.5574284
juan baez,Juan Baez,46.414217,51.3698585
victor bericoto,Victor Bericoto,79.8376841,88.0186121
terence doston,Terence Doston,85.1829211,56.9051179
maikel hernandez,Maikel Hernandez,22.3374908,23.3425689
anthony prato,Anthony Prato,80.2845396,86.1009132
luke shliger,Luke Shliger,60.4623224,36.1436644
jared spraguelott,Jared Sprague-Lott,41.3073798,46.9041469
michael papierski,Michael Papierski,69.2384248,73.8830512
colby jones,Colby Jones,35.5771871,41.1338322
robert puason,Robert Puason,14.486973,18.986226
jeffry rosa,Jeffry Rosa,25.2755992,31.3020412
jair casanova,Jair Casanova,30.5717896,37.3603505
harry ford,Harry Ford,93.5521424,103.762259
damian bravo,Damian Bravo,49.3617996,54.623923
sammy siani,Sammy Siani,77.6951012,49.6589861
eli lovich,Eli Lovich,30.6892415,8.60307115
steward berroa,Steward Berroa,67.0680257,71.389608
heriberto caraballo,Heriberto Caraballo,19.8232778,24.3506124
ty hanchey,Ty Hanchey,40.3129958,17.6520631
kamuel villar,Kamuel Villar,-0.7555048,-17.170788
andy colon,Andy Colon,-13.062754,
seaver king,Seaver King,56.1611969,62.4156312
sebastian espino,Sebastian Espino,61.7183952,69.9945083
jim jarvis,Jim Jarvis,72.1930837,49.986449
joendry vargas,Joendry Vargas,36.6019167,43.4307329
junior gonzalez,Junior Gonzalez,16.4694777,22.6627005
andy acevedo,Andy Acevedo,3.56333487,-16.838958
jose noguera,Jose Noguera,-7.2179003,
royce lewis,Royce Lewis,105.202903,117.209212
jose contreras,Jose Contreras,25.449016,31.8800872
jacob sharp,Jacob Sharp,54.6001436,60.4979815
victor cardoza,Victor Cardoza,8.96823018,14.8655665
richard paz,Richard Paz,32.0260125,9.5577606
kade kern,Kade Kern,36.1596789,42.4853664
dayan frias,Dayan Frias,63.4652346,64.0491126
cesar gonzalez,Cesar Gonzalez,19.2308306,25.1427967
andres chaparro,Andres Chaparro,95.0383137,106.70462
mac guscette,Mac Guscette,37.407076,42.2064638
raymond mola,Raymond Mola,7.72684893,13.4070151
keith jones,Keith Jones,90.8230131,59.1734581
yeisy celesten,Yeisy Celesten,23.1179467,-0.3234398
curtis mead,Curtis Mead,90.7163238,101.036381
connor kokx,Connor Kokx,71.3277928,78.231192
logan davidson,Logan Davidson,62.635462,76.1537924
bret boswell,Bret Boswell,71.426166,43.386048
richie palacios,Richie Palacios,96.6291084,76.2542732
aidan longwell,Aidan Longwell,71.3911307,42.7900955
heudy pena,Heudy Pena,-3.8647178,-20.125007
ryan stafford,Ryan Stafford,32.9381614,38.3812968
manuel pena,Manuel Pena,82.5890593,56.5370411
kennew blanco,Kennew Blanco,12.1873692,15.8533874
william lugo,William Lugo,54.5497358,61.7559976
miguel sano,Miguel Sano,79.2599047,95.1105672
kyler fedko,Kyler Fedko,81.4950734,89.9834264
milan tolentino,Milan Tolentino,73.7150426,43.2669443
beycker barroso,Beycker Barroso,30.0397769,34.1638837
connor burns,Connor Burns,40.6721556,50.5131165
wooyeoul shin,Wooyeoul Shin,40.098199,45.6556448
enderson delgado,Enderson Delgado,28.3304594,28.2216623
kristian robinson,Kristian Robinson,78.6716048,88.7052771
derik alcantara,Derik Alcantara,55.6911807,31.5149627
donovan solano,Donovan Solano,83.9192467,91.2858118
jose herrera,Jose Herrera,76.2929282,71.4571895
nathan hickey,Nathan Hickey,78.4465485,47.5880334
angel arevalo,Angel Arevalo,18.8706139,24.9838097
juan brima,Juan Brima,7.40325116,9.83460262
yorfran john,Yorfran John,3.62638466,6.35703958
kyle karros,Kyle Karros,87.616069,96.6623744
dariel ramon,Dariel Ramon,28.0373097,33.1093316
leandro morgado,Leandro Morgado,3.11368322,7.86342993
kevin bruggeman,Kevin Bruggeman,47.2128007,53.3112433
griffin burkholder,Griffin Burkholder,23.9755659,29.804607
abel lorenzo,Abel Lorenzo,13.7884547,-7.9456971
jordan qsar,Jordan Qsar,88.5172415,55.8587974
hector rodriguez,Hector Rodriguez,93.4191144,61.8736401
anthony rendon,Anthony Rendon,81.8810381,91.0504837
danny jansen,Danny Jansen,99.5036228,108.56409
luis guillorme,Luis Guillorme,78.6495229,56.975629
rene pinto,Rene Pinto,63.9836821,74.5502123
jakey josepha,Jakey Josepha,39.8934003,16.0659442
jhoneiker betancourt,Jhoneiker Betancourt,31.385094,37.0165791
willie calhoun,Willie Calhoun,93.8961889,67.0031967
jamari baylor,Jamari Baylor,49.3114198,56.2949182
max muncy,Max Muncy,124.831028,102.191747
larry suero,Larry Suero,3.24626802,-18.324127
breyner figuereo,Breyner Figuereo,3.76556778,-15.412123
sandor feliciano,Sandor Feliciano,0.96386609,3.7953572
hudson white,Hudson White,29.3586388,34.7792266
lennyn nunez,Lennyn Nunez,7.85475488,7.28822824
kenyon simmons,Kenyon Simmons,-4.7802634,-0.3779741
bj murray,BJ Murray,83.4235589,81.4146624
george springer,George Springer,119.991701,127.635751
ethan hearn,Ethan Hearn,59.4851192,32.4222731
joel mendez,Joel Mendez,25.2928766,32.4254947
cesar paredes,Cesar Paredes,-0.5212298,3.80431433
tre richardsoni,Tre RichardsonI,47.4305172,52.3800508
colby thomas,Colby Thomas,89.7577353,101.668968
teoscar hernandez,Teoscar Hernandez,108.022829,126.225086
juan villavicencio,Juan Villavicencio,26.2688813,4.59211012
luis arraez,Luis Arraez,117.168487,94.4532412
alfonzo martinez,Alfonzo Martinez,9.02619026,14.5264054
angel guzman,Angel Guzman,30.2423165,15.043303
alsander womack,Alsander Womack,71.5520229,77.7051261
tanner allen,Tanner Allen,70.5574036,44.0065229
cade fergus,Cade Fergus,51.3167521,61.413689
alvaro aguero,Alvaro Aguero,29.1256479,35.1952748
yeider mindiola,Yeider Mindiola,9.32390554,14.3650398
wady mendez,Wady Mendez,53.0295067,26.2109967
ross adolph,Ross Adolph,85.8442382,54.091772
mike boeve,Mike Boeve,92.3424213,62.1373615
jose trevino,Jose Trevino,82.5490667,93.280953
anthony marquez,Anthony Marquez,22.8157191,27.3150717
nick podkul,Nick Podkul,69.4408243,78.3668273
daniel vellojin,Daniel Vellojin,58.0470053,30.6023318
roman quinn,Roman Quinn,63.4100313,71.8984599
luke gold,Luke Gold,47.3651465,53.137725
ramon hernandez,Ramon Hernandez,69.5431224,77.3180191
djean macares,Djean Macares,18.9436004,0.23543845
esterling rodriguez,Esterling Rodriguez,11.8077394,-9.2525396
alec burleson,Alec Burleson,125.839592,97.6568198
jahmai jones,Jahmai Jones,101.588088,110.936676
josh harrison,Josh Harrison,64.6762656,69.9801497
mason auer,Mason Auer,61.3029358,69.7837434
darwin de leon,Darwin De Leon,20.7078314,25.7379001
oswald peraza,Oswald Peraza,79.1963976,84.7934875
grant richardson,Grant Richardson,72.761883,42.541755
cj stubbs,C.J. Stubbs,44.4443201,55.1470379
echedry vargas,Echedry Vargas,40.4864552,46.7997803
josmir reyes,Josmir Reyes,36.4042937,14.0697569
ryan lasko,Ryan Lasko,67.4749033,74.9303989
colin tuft,Colin Tuft,38.4279427,44.5239811
tyler osik,Tyler Osik,72.174925,79.9760366
kevin kilpatrick,Kevin Kilpatrick,55.5553458,62.8178861
jonny farmelo,Jonny Farmelo,61.5374161,33.0556392
dauwin gonzalez,Dauwin Gonzalez,9.46865288,14.9092842
luis valdez,Luis Valdez,42.3591944,47.3609015
matt olson,Matt Olson,135.794234,110.408928
santiago contreras,Santiago Contreras,13.4152665,-7.5119013
jeferson morales,Jeferson Morales,77.769611,84.2754154
gustavo marquez,Gustavo Marquez,5.38786599,10.0600185
jhojan downer,Jhojan Downer,-4.6616359,0.40281082
seth beer,Seth Beer,79.9785374,54.0517906
dalton mcintyre,Dalton McIntyre,11.5054428,-8.2053063
kebryan hayes,Ke'Bryan Hayes,79.2154833,91.2991237
ayden johnson,Ayden Johnson,-5.8787051,-1.043176
peyton carr,Peyton Carr,32.5805131,37.5353066
nick madrigal,Nick Madrigal,86.2359289,91.3174236
mairoshendrick martinus,Mairoshendrick Martinus,29.4475709,35.3296589
austin green,Austin Green,25.4309847,26.022313
juan matheus,Juan Matheus,52.1586274,54.4482781
josh kasevich,Josh Kasevich,70.0344619,76.0038259
logan driscoll,Logan Driscoll,76.9662419,50.6095838
jose colmenares,Jose Colmenares,40.4235868,46.3450431
mason guerra,Mason Guerra,38.4581178,45.7485273
rodolfo de la cruz,Rodolfo De La Cruz,,-12.381947
leo rivas,Leo Rivas,93.7196099,93.8751977
stanley tucker,Stanley Tucker,29.3280055,35.7800287
roosbert tapia,Roosbert Tapia,12.8853139,17.8267053
nic kent,Nic Kent,54.8984536,60.7898716
austin wynns,Austin Wynns,79.5970281,83.6446476
jj bleday,JJ Bleday,110.021789,84.0602326
angel nieblas,Angel Nieblas,2.26631582,6.70846198
pablo reyes,Pablo Reyes,83.7469583,93.2103053
michael perez,Michael Perez,69.5541775,44.0874217
rodolfo nolasco,Rodolfo Nolasco,46.9127187,55.968216
stephen paolini,Stephen Paolini,62.7524177,33.8741016
dillon tatum,Dillon Tatum,30.0562927,36.686727
jonathan moya,Jonathan Moya,5.49968939,10.3883339
jose santana,Jose Santana,-8.4794029,-4.2338656
jean ramirez,Jean Ramirez,55.5216556,30.2611329
tristan gray,Tristan Gray,82.1507554,62.52044
pedro pineda,Pedro Pineda,38.6585339,46.696287
elaineiker coronado,Elaineiker Coronado,38.26811,18.8106012
roby enriquez,Roby Enriquez,81.6570887,53.7224743
adam frazier,Adam Frazier,80.3829643,59.297575
preston tucker,Preston Tucker,75.3373787,45.8559854
cam smith,Cam Smith,95.4712646,103.767517
emile torres,Emile Torres,-14.5995,-8.8947829
wonbin cho,Won-Bin Cho,59.157975,34.0292853
jeferson quero,Jeferson Quero,84.8487886,91.8038632
cole tucker,Cole Tucker,61.1360304,64.2051015
rafael medina,Rafael Medina,-8.3226421,
estivenzon montero,Estivenzon Montero,10.3765861,17.0094047
omar reyes,Omar Reyes,26.750362,7.09668786
roderick flores,Roderick Flores,9.79897696,15.5668828
keyber rodriguez,Keyber Rodriguez,59.2233663,65.5533138
kale fountain,Kale Fountain,29.7111485,35.6511007
kyle tucker,Kyle Tucker,145.981522,127.644957
andres garza,Andres Garza,-3.0992759,-21.668545
jasson dominguez,Jasson Dominguez,109.131269,100.846324
jhonger ochoa,Jhonger Ochoa,-4.0686828,-0.6074246
garrett mitchell,Garrett Mitchell,105.55116,80.9707251
akil baddoo,Akil Baddoo,92.2344505,60.6160253
sebastian cadiz,Sebastian Cadiz,10.7526483,-9.0888353
arjun nimmala,Arjun Nimmala,51.0343194,57.2696212
luke mann,Luke Mann,61.1309084,31.8201787
david banuelos,David Banuelos,57.1973855,66.1384219
yelinson betances,Yelinson Betances,2.4703436,6.77313025
william sullivan,William Sullivan,45.417263,18.9184863
cody roberts,Cody Roberts,55.7802104,63.6588446
bryce johnson,Bryce Johnson,80.5098539,87.2469223
jorge ruiz,Jorge Ruiz,49.9738441,29.2407405
ehire adrianza,Ehire Adrianza,68.1102205,73.3458686
narbe cruz,Narbe Cruz,49.9430734,55.4859235
jose alpuria,Jose Alpuria,27.8952634,33.1672129
manuel campos,Manuel Campos,12.7967295,14.9003793
connor norby,Connor Norby,90.7407,98.304938
santiago ustariz,Santiago Ustariz,6.75460391,-12.636088
troy schreffler,Troy Schreffler,41.8618799,49.3407905
carlos vasquez,Carlos Vasquez,10.7663674,-5.8196998
fadriel cruz,Fadriel Cruz,36.217533,11.7425328
griffin doersching,Griffin Doersching,49.610721,57.9879184
luis torres,Luis Torres,31.2550781,38.290717
kobe kato,Kobe Kato,68.6894448,43.1715833
hunter feduccia,Hunter Feduccia,85.9439428,59.0823936
brayan hernandez,Brayan Hernandez,27.8770485,3.71809696
kyle battle,Kyle Battle,27.4152493,34.280995
marcelo alcala,Marcelo Alcala,2.73312586,8.58181235
victor scott,Victor Scott,84.4759463,64.467431
domingo morla,Domingo Morla,-6.7663699,-1.7665196
jhonson pena,Jhonson Pena,8.84320908,13.3675579
andrew navigato,Andrew Navigato,61.0600961,68.4278087
taylor kohlwey,Taylor Kohlwey,79.63956,55.2390011
drew gilbert,Drew Gilbert,98.2512749,76.0418709
reiner herrera,Reiner Herrera,17.1628705,-4.1096602
chase strumpf,Chase Strumpf,68.809629,79.3636958
dongyub kim,Dong-Yub Kim,63.0078126,70.3260043
tim elko,Tim Elko,83.0067913,92.2637072
joandrew pena,Joandrew Pena,-5.8780136,-1.2292223
yosmar gimenez,Yosmar Gimenez,15.7881152,-4.8166648
evan carter,Evan Carter,114.713625,87.2165345
diego guzman,Diego Guzman,18.6702451,24.3931464
jean carlos sio,Jean Carlos Sio,69.0173137,46.0301669
justin ramirez,Justin Ramirez,26.531367,3.42225544
luis robert,Luis Robert,91.2184168,105.603086
hoyoung son,Ho-young Son,72.9528219,78.8340248
victor santana,Victor Santana,22.1790873,26.2438196
cole messina,Cole Messina,51.3417902,57.4089971
freylin minyety,Freylin Minyety,66.4948941,72.2035132
owen cobb,Owen Cobb,30.0488284,35.6608993
luis leon,Luis Leon,13.3015656,17.8443602
gio cueto,Gio Cueto,26.0614631,31.4302265
trevor story,Trevor Story,89.1925868,101.269715
yovanny rodriguez,Yovanny Rodriguez,11.6223573,17.445689
albert fabian,Albert Fabian,91.0080954,61.1184315
angelo mora,Angelo Mora,6.10841042,10.0339771
luis campusano,Luis Campusano,102.657229,115.592705
jonatan yan,Jonatan Yan,0.70052788,6.2515347
jake mangum,Jake Mangum,89.8688018,97.8970433
wandi feliz,Wandi Feliz,-0.0999808,6.18277442
chad pinder,Chad Pinder,78.4603828,92.2401194
anderson navas,Anderson Navas,-4.1571045,0.64709905
cristian arguelles,Cristian Arguelles,45.6174806,21.6348263
carlos altuve,Carlos Altuve,1.6310175,6.15351626
guillermo heredia,Guillermo Heredia,95.8097306,106.480182
thayron liranzo,Thayron Liranzo,70.2774627,69.752378
zach mckinstry,Zach McKinstry,93.5019967,74.6358491
irvin nunez,Irvin Nunez,8.99778993,14.1073513
stiven martinez,Stiven Martinez,19.9520954,27.374078
angelo hernandez,Angelo Hernandez,3.05475827,7.82759731
anthony scull,Anthony Scull,57.8789266,32.3448193
elian soto,Elian Soto,2.385853,-18.569476
garrett frechette,Garrett Frechette,42.5156322,18.2686818
nerwilian cedeno,Nerwilian Cedeno,60.3561039,63.5249793
cameron decker,Cameron Decker,45.4254151,52.8527502
samad taylor,Samad Taylor,83.8735824,93.8211836
kade snell,Kade Snell,54.0259773,28.5289376
edrick felix,Edrick Felix,21.6661688,26.8969072
jesus gamez,Jesus Gamez,7.18828225,12.801112
zack short,Zack Short,66.6459039,77.1202069
blake sabol,Blake Sabol,76.2714148,45.7244056
yoan moncada,Yoan Moncada,98.8805426,91.8545844
ej andrews,EJ Andrews,35.9470981,43.7924761
andres arias,Andres Arias,0.10260547,5.0062532
rixon wingrove,Rixon Wingrove,86.3421077,55.0233648
erick brito,Erick Brito,54.0914845,59.3406211
byron chourio,Byron Chourio,34.608928,35.8885259
greyber altamirano,Greyber Altamirano,6.20843479,-10.379152
eddie rosario,Eddie Rosario,82.218489,53.9068118
anibal salas,Anibal Salas,11.1538563,10.8914713
esnaider vargas,Esnaider Vargas,0.39705946,4.99797682
pascanel ferreras,Pascanel Ferreras,62.0489618,68.7328008
jason matthews,Jason Matthews,42.9200038,49.2117892
robbie glendinning,Robbie Glendinning,76.9101849,86.024874
edwin rios,Edwin Rios,81.5891178,55.7417274
brian navarreto,Brian Navarreto,64.4667136,73.6398744
andy garriola,Andy Garriola,59.4360945,66.1567988
jesus sanchez,Jesus Sanchez,114.309686,78.0025089
devin fitzgerald,Devin Fitz-Gerald,36.7737277,36.4563335
kyle garlick,Kyle Garlick,68.6163006,78.8208913
branden boissiere,Branden Boissiere,73.5272424,46.4186774
cameron cauley,Cameron Cauley,71.0201495,79.3778598
cole roederer,Cole Roederer,75.1918987,44.9552764
wyatt sanford,Wyatt Sanford,37.5823242,16.1593845
willi castro,Willi Castro,87.2688325,94.3347371
max holy,Max Holy,28.1071079,35.6319551
brice matthews,Brice Matthews,84.8816821,95.4067048
